record_id,city,transit_node_id,node_type,node_latitude,node_longitude,trip_date,time_of_day,day_type,weather_condition,distance_to_final_destination_km,avg_wait_time_min,transit_headway_min,crowding_index,congestion_index_node,last_mile_fare_inr,walk_time_min,alt_mode_availability_score,app_cab_wait_time_min,safety_perception_score,last_mile_infra_score,previous_negative_experience,commuter_age_group,commuter_gender,commuter_income_bracket,trip_purpose,trip_satisfaction_score,mode_chosen_last_mile,switched_to_private_vehicle
TRIP_009215,Mumbai,NODE_0004,Metro Station,19.07923,72.74631,2025-03-14,Early Morning (5-7),Weekend,Clear,1.01,11.14,16.93,0.468,0.415,23.7,10.4,3.73,8.18,6.84,0.434,0,25-34,Male,Upper-Middle,Medical,8.45,Feeder Bus,0
TRIP_009216,Pune,NODE_0064,Metro Station,18.52427,73.7155,2025-12-29,Evening Peak (17-20),Weekday,Clear,1.85,13.8,10.7,0.628,0.502,48.6,21.3,5.04,5.21,7.28,0.696,0,18-24,Female,Low,Leisure,4.9,App-based Cab/Bike,0
TRIP_009217,Gurugram,NODE_0108,Bus Terminal,28.37602,77.16218,2025-09-16,Evening Peak (17-20),Weekday,Clear,4.1,12.94,8.84,0.563,0.47,61.6,54.0,2.77,6.68,6.87,0.52,1,35-44,Male,High,Education,6.69,Feeder Bus,0
TRIP_009218,Mumbai,NODE_0078,Railway Station,19.12572,72.87136,2025-04-28,Early Morning (5-7),Weekday,Clear,0.36,12.95,3.0,0.52,0.665,18.5,3.7,5.55,5.9,5.78,0.551,1,45-54,Female,Upper-Middle,Leisure,7.32,Auto-Rickshaw,0
TRIP_009219,Gurugram,NODE_0033,Metro Station,28.31601,77.05648,2025-03-13,Evening Peak (17-20),Weekend,Heavy Rain,4.11,17.58,8.61,0.907,0.825,61.9,39.5,6.98,6.29,3.81,0.483,0,25-34,Male,High,Education,5.17,Private Vehicle (Own),1
TRIP_009220,Pune,NODE_0073,Metro Station,18.43977,73.90944,2025-11-26,Morning Peak (7-10),Weekend,Extreme Heat,1.05,19.16,13.72,0.663,0.657,34.0,9.4,6.02,5.58,7.15,0.8,0,45-54,Male,Upper-Middle,Medical,7.46,Feeder Bus,0
TRIP_009221,Mumbai,NODE_0043,Metro Station,18.99102,72.95439,2025-07-11,Midday (10-16),Weekend,Clear,4.54,17.04,8.49,0.765,0.988,68.7,47.3,8.64,6.17,7.11,0.742,1,45-54,Male,Lower-Middle,Shopping/Errand,5.54,Private Vehicle (Own),1
TRIP_009222,Delhi,NODE_0052,Bus Terminal,28.46559,77.24504,2025-10-22,Morning Peak (7-10),Weekday,Clear,1.15,19.16,9.58,0.922,0.917,41.9,12.4,4.62,5.27,7.27,0.758,0,18-24,Female,Middle,Shopping/Errand,5.92,Private Vehicle (Own),1
TRIP_009223,Delhi,NODE_0028,Bus Terminal,28.49608,77.33536,2025-10-31,Evening Peak (17-20),Weekday,Clear,1.18,13.24,9.44,0.827,0.489,39.3,11.7,6.55,8.0,5.86,0.735,0,25-34,Female,Middle,Work Commute,5.08,App-based Cab/Bike,0
TRIP_009224,Delhi,NODE_0075,Metro Station,28.55992,77.06205,2025-01-25,Night (20-23),Weekday,Heavy Rain,2.16,11.05,10.12,0.301,0.393,36.6,21.3,8.87,2.99,5.32,0.864,0,25-34,Male,Upper-Middle,Leisure,7.33,Walk,0
TRIP_009225,Hyderabad,NODE_0024,Bus Terminal,17.27316,78.47381,2025-09-07,Midday (10-16),Weekday,Extreme Heat,2.58,15.55,8.25,0.706,0.696,50.1,27.2,1.8,6.57,3.88,0.48,1,25-34,Female,Middle,Shopping/Errand,5.67,Private Vehicle (Own),1
TRIP_009226,Mumbai,NODE_0054,BRT Stop,18.94973,72.98911,2025-05-02,Evening Peak (17-20),Weekday,Clear,2.0,7.91,8.82,0.488,0.532,50.9,20.9,7.74,10.07,7.07,0.685,0,25-34,Male,Lower-Middle,Work Commute,7.25,Feeder Bus,0
TRIP_009227,Gurugram,NODE_0113,BRT Stop,28.46949,76.91577,2025-11-28,Night (20-23),Weekday,Clear,1.5,11.94,9.98,0.584,0.382,29.6,17.8,7.35,11.65,7.86,0.617,1,25-34,Female,High,Work Commute,6.2,E-Rickshaw,0
TRIP_009228,Delhi,NODE_0091,Bus Terminal,28.67047,77.06271,2025-03-21,Evening Peak (17-20),Weekday,Clear,3.71,12.0,9.37,0.659,0.544,67.5,33.1,3.27,5.37,7.05,0.633,0,35-44,Female,Upper-Middle,Leisure,4.78,App-based Cab/Bike,0
TRIP_009229,Delhi,NODE_0050,BRT Stop,28.4805,77.34973,2025-01-13,Morning Peak (7-10),Weekday,Clear,1.05,6.88,11.97,0.705,0.411,40.9,13.5,6.86,2.56,6.21,0.43,0,35-44,Male,Middle,Other,,Feeder Bus,0
TRIP_009230,Mumbai,NODE_0117,Bus Terminal,19.14918,72.84837,2025-08-31,Midday (10-16),Weekend,Clear,3.59,9.8,10.49,0.243,0.24,54.5,30.8,8.35,2.6,7.08,0.762,0,55+,Male,Middle,Education,7.52,Walk,0
TRIP_009231,Bengaluru,NODE_0002,Bus Terminal,13.05905,77.47592,2025-07-21,Morning Peak (7-10),Weekday,Light Rain,1.62,10.58,14.37,0.535,0.202,51.1,17.1,2.35,8.77,2.65,0.336,0,35-44,Male,Middle,Work Commute,5.75,App-based Cab/Bike,0
TRIP_009232,Pune,NODE_0116,Railway Station,18.52679,73.79141,2025-07-22,Midday (10-16),Weekend,Clear,3.44,8.5,16.5,0.505,0.369,56.2,31.6,1.89,6.13,9.31,0.847,0,35-44,Female,Middle,Work Commute,6.13,App-based Cab/Bike,0
TRIP_009233,Mumbai,NODE_0043,Metro Station,18.99102,72.95439,2025-04-07,Morning Peak (7-10),Weekday,Clear,0.96,19.97,6.16,0.771,0.99,31.4,8.0,4.27,7.4,9.63,0.742,0,25-34,Male,Middle,Work Commute,4.12,Private Vehicle (Own),1
TRIP_009234,Delhi,NODE_0099,BRT Stop,28.47535,77.28522,2025-06-30,Evening Peak (17-20),Weekday,Light Rain,2.5,11.42,15.23,0.538,0.514,47.6,24.0,8.13,5.51,6.03,0.57,1,18-24,Female,Lower-Middle,Leisure,4.4,Private Vehicle (Own),1
TRIP_009235,Bengaluru,NODE_0114,Bus Terminal,12.99173,77.48023,2025-12-18,Evening Peak (17-20),Weekday,Light Rain,0.84,20.62,10.72,0.799,0.726,29.3,8.3,5.51,6.36,8.42,0.812,0,25-34,Female,Upper-Middle,Work Commute,6.17,Feeder Bus,0
TRIP_009236,Pune,NODE_0073,Metro Station,18.43977,73.90944,2025-10-06,Evening Peak (17-20),Weekday,Clear,1.65,12.01,7.63,0.796,0.658,45.3,16.8,4.06,9.04,6.96,0.8,0,35-44,Female,Middle,Work Commute,7.19,E-Rickshaw,0
TRIP_009237,Gurugram,NODE_0074,Railway Station,28.41025,77.13139,2025-12-26,Morning Peak (7-10),Weekend,Light Rain,3.1,15.16,12.4,0.643,0.861,54.4,29.9,3.04,6.14,6.63,0.525,0,25-34,Male,Middle,Education,6.55,Private Vehicle (Own),1
TRIP_009238,Bengaluru,NODE_0090,Bus Terminal,12.90645,77.62489,2025-05-02,Early Morning (5-7),Weekday,Clear,1.93,9.72,11.38,0.39,0.55,41.6,23.1,0.0,4.79,5.52,0.739,0,45-54,Female,Middle,Shopping/Errand,6.15,Private Vehicle (Own),1
TRIP_009239,Delhi,NODE_0029,Metro Station,28.48465,77.08554,2025-11-14,Evening Peak (17-20),Weekend,Clear,5.81,11.26,12.03,0.642,0.504,102.8,59.7,7.58,8.21,8.4,0.79,0,35-44,Male,High,Medical,7.06,Auto-Rickshaw,0
TRIP_009240,Gurugram,NODE_0022,Bus Terminal,28.5474,77.16084,2025-05-20,Evening Peak (17-20),Weekend,Clear,1.55,11.25,3.0,0.544,0.574,47.9,18.2,5.78,8.33,8.52,0.431,0,25-34,Male,Upper-Middle,Work Commute,6.5,Walk,0
TRIP_009241,Pune,NODE_0042,BRT Stop,18.42445,73.97553,2025-12-08,Night (20-23),Weekday,Clear,3.39,18.42,9.38,0.82,0.975,52.0,30.9,4.47,2.0,8.05,0.922,0,25-34,Male,High,Work Commute,5.42,Private Vehicle (Own),1
TRIP_009242,Bengaluru,NODE_0058,BRT Stop,13.06061,77.67303,2025-11-12,Midday (10-16),Weekday,Clear,1.1,7.82,10.26,0.513,0.353,27.5,10.5,5.63,5.45,7.92,0.722,1,35-44,Male,Upper-Middle,Work Commute,6.0,E-Rickshaw,0
TRIP_009243,Bengaluru,NODE_0090,Bus Terminal,12.90645,77.62489,2025-03-02,Morning Peak (7-10),Weekday,Light Rain,5.78,16.09,10.7,0.556,0.626,72.0,57.8,1.89,6.84,8.84,0.739,1,35-44,Male,Low,Shopping/Errand,5.97,Private Vehicle (Own),1
TRIP_009244,Mumbai,NODE_0031,Railway Station,18.93662,72.91112,2025-12-21,Evening Peak (17-20),Weekday,Extreme Heat,4.68,16.19,12.32,0.519,0.438,91.4,50.6,7.05,8.05,5.95,0.736,1,18-24,Male,Middle,Work Commute,4.79,Private Vehicle (Own),1
TRIP_009245,Gurugram,NODE_0068,Metro Station,28.49187,77.13482,2025-08-10,Evening Peak (17-20),Weekday,Clear,2.64,12.55,11.36,0.534,0.445,63.4,43.3,1.5,8.69,2.75,0.065,0,35-44,Female,Middle,Shopping/Errand,5.79,Auto-Rickshaw,0
TRIP_009246,Pune,NODE_0001,Bus Terminal,18.61883,73.97937,2025-10-11,Early Morning (5-7),Weekday,Clear,2.35,9.27,10.4,0.643,0.642,36.3,21.9,3.99,3.38,7.31,0.848,0,18-24,Female,Upper-Middle,Work Commute,7.36,Walk,0
TRIP_009247,Mumbai,NODE_0004,Metro Station,19.07923,72.74631,2025-07-31,Evening Peak (17-20),Weekend,Clear,1.98,15.69,12.05,0.776,0.619,41.4,26.5,5.05,3.74,4.88,0.434,0,35-44,Male,Middle,Work Commute,7.0,Private Vehicle (Own),1
TRIP_009248,Mumbai,NODE_0117,Bus Terminal,19.14918,72.84837,2025-03-21,Morning Peak (7-10),Weekday,Clear,3.25,9.44,9.98,0.382,0.442,58.5,33.7,8.51,5.84,5.83,0.762,0,55+,Male,Middle,Work Commute,6.8,App-based Cab/Bike,0
TRIP_009249,Gurugram,NODE_0103,Bus Terminal,28.54027,77.16381,2025-12-26,Morning Peak (7-10),Weekend,Heavy Rain,4.17,22.88,13.17,0.738,0.928,70.7,52.1,4.93,7.38,3.17,0.47,0,18-24,Male,Middle,Medical,5.44,Private Vehicle (Own),1
TRIP_009250,Hyderabad,NODE_0104,BRT Stop,17.4081,78.4204,2025-02-11,Early Morning (5-7),Weekday,Clear,0.62,10.08,11.9,0.4,0.402,20.1,7.2,5.26,3.77,6.9,0.663,0,25-34,Female,Middle,Shopping/Errand,8.36,Auto-Rickshaw,0
TRIP_009251,Mumbai,NODE_0040,Railway Station,19.17534,72.85269,2025-10-23,Evening Peak (17-20),Weekday,Cloudy,2.76,12.55,6.73,0.722,0.715,52.4,27.3,7.99,3.95,6.14,0.415,1,35-44,Female,Low,Education,6.42,Feeder Bus,0
TRIP_009252,Bengaluru,NODE_0062,Railway Station,12.86037,77.45085,2025-03-18,Evening Peak (17-20),Weekend,Cloudy,0.31,9.45,11.85,0.54,0.284,28.9,4.0,4.28,10.98,8.0,0.455,1,25-34,Male,High,Work Commute,6.76,App-based Cab/Bike,0
TRIP_009253,Mumbai,NODE_0081,Railway Station,19.1949,72.97534,2025-10-14,Morning Peak (7-10),Weekday,Heavy Rain,3.11,24.84,5.6,0.654,0.741,61.4,35.4,4.07,6.14,5.44,0.366,0,25-34,Female,High,Work Commute,6.0,Private Vehicle (Own),1
TRIP_009254,Mumbai,NODE_0031,Railway Station,18.93662,72.91112,2025-06-04,Evening Peak (17-20),Weekday,Clear,2.88,8.79,12.86,0.508,0.321,64.3,27.2,9.47,3.35,6.12,0.736,0,35-44,Male,Upper-Middle,Work Commute,6.5,Walk,0
TRIP_009255,Bengaluru,NODE_0090,Bus Terminal,12.90645,77.62489,2025-03-28,Evening Peak (17-20),Weekend,Clear,0.66,14.08,6.41,0.669,0.52,39.4,7.7,1.59,10.83,6.77,0.739,1,45-54,Male,Low,Leisure,8.09,Walk,0
TRIP_009256,Delhi,NODE_0084,Metro Station,28.61063,77.10791,2025-03-28,Midday (10-16),Weekend,Clear,0.95,1.0,11.25,0.215,0.117,24.4,11.3,0.42,3.65,3.98,0.334,0,45-54,Male,Upper-Middle,Work Commute,7.77,Auto-Rickshaw,0
TRIP_009257,Mumbai,NODE_0049,Metro Station,19.07713,72.75193,2025-04-27,Early Morning (5-7),Weekday,Cloudy,1.75,12.42,9.04,0.462,0.358,33.6,16.5,0.98,4.6,8.42,0.857,0,25-34,Female,Lower-Middle,Work Commute,8.13,Walk,0
TRIP_009258,Pune,NODE_0053,Metro Station,18.64745,73.72713,2025-11-25,Morning Peak (7-10),Weekend,Cloudy,1.11,18.44,11.17,0.898,0.688,39.1,13.0,9.35,4.53,4.97,0.371,1,55+,Female,Upper-Middle,Medical,5.04,Private Vehicle (Own),1
TRIP_009259,Delhi,NODE_0037,Metro Station,28.5454,77.29762,2025-10-08,Morning Peak (7-10),Weekday,Cloudy,0.51,13.61,7.76,0.655,0.474,34.3,4.4,7.26,6.72,8.83,0.726,1,18-24,Male,Upper-Middle,Education,6.98,Auto-Rickshaw,0
TRIP_009260,Gurugram,NODE_0097,Metro Station,28.32853,77.17401,2025-09-02,Late Night (23-5),Weekday,Clear,1.03,15.38,9.01,0.751,0.917,27.0,12.8,2.83,5.24,4.56,0.441,1,25-34,Male,Lower-Middle,Work Commute,7.29,Private Vehicle (Own),1
TRIP_009261,Bengaluru,NODE_0119,Metro Station,12.96765,77.63039,2025-08-18,Evening Peak (17-20),Weekday,Clear,4.06,16.24,5.4,0.645,0.562,71.1,45.9,2.96,7.4,8.41,0.588,0,35-44,Male,Low,Work Commute,6.06,Private Vehicle (Own),1
TRIP_009262,Mumbai,NODE_0120,Metro Station,19.09988,72.84354,2025-06-02,Early Morning (5-7),Weekday,Cloudy,2.96,12.0,13.05,0.548,0.352,44.1,45.2,3.12,2.0,3.9,0.041,0,45-54,Female,Low,Work Commute,5.35,Auto-Rickshaw,0
TRIP_009263,Bengaluru,NODE_0093,Metro Station,13.02844,77.65287,2025-11-26,Midday (10-16),Weekday,Clear,2.59,11.86,8.67,0.596,0.663,40.4,22.1,5.38,8.77,8.34,0.744,0,18-24,Male,Middle,Education,6.54,Auto-Rickshaw,0
TRIP_009264,Pune,NODE_0042,BRT Stop,18.42445,73.97553,2025-04-10,Morning Peak (7-10),Weekday,Extreme Heat,2.48,18.54,6.22,0.895,0.99,48.3,22.0,4.28,8.43,7.25,0.922,0,25-34,Female,Lower-Middle,Medical,6.67,Auto-Rickshaw,0
TRIP_009265,Gurugram,NODE_0094,Railway Station,28.55822,76.93194,2025-12-11,Early Morning (5-7),Weekday,Heavy Rain,1.74,9.03,11.21,0.374,0.194,32.1,21.9,5.96,2.0,2.92,0.264,1,18-24,Female,Low,Work Commute,7.9,Private Vehicle (Own),1
TRIP_009266,Mumbai,NODE_0030,Metro Station,18.92634,72.97516,2025-05-19,Morning Peak (7-10),Weekend,Clear,0.66,12.82,10.18,0.524,0.52,26.3,7.9,6.42,2.0,7.19,0.683,0,25-34,Female,Middle,Work Commute,5.35,Feeder Bus,0
TRIP_009267,Gurugram,NODE_0108,Bus Terminal,28.37602,77.16218,2025-05-05,Morning Peak (7-10),Weekend,Cloudy,2.15,10.05,8.39,0.708,0.495,51.5,21.8,1.75,,4.89,0.52,1,25-34,Male,Lower-Middle,Work Commute,4.47,E-Rickshaw,0
TRIP_009268,Gurugram,NODE_0033,Metro Station,28.31601,77.05648,2025-06-23,Morning Peak (7-10),Weekend,Clear,0.33,19.43,13.22,0.866,0.915,37.8,3.3,7.21,2.7,6.52,0.483,0,35-44,Female,Upper-Middle,Work Commute,4.16,Walk,0
TRIP_009269,Mumbai,NODE_0049,Metro Station,19.07713,72.75193,2025-10-01,Morning Peak (7-10),Weekday,Extreme Heat,1.88,13.47,13.13,0.443,0.436,46.4,20.0,0.0,4.79,5.64,0.857,0,18-24,Male,Low,Leisure,8.24,Walk,0
TRIP_009270,Hyderabad,NODE_0012,BRT Stop,17.49025,78.41116,2025-09-18,Midday (10-16),Weekend,Cloudy,1.17,7.05,5.97,0.438,0.188,30.3,10.4,5.58,7.92,8.13,0.856,0,25-34,Male,Lower-Middle,Work Commute,7.14,App-based Cab/Bike,0
TRIP_009271,Bengaluru,NODE_0010,Bus Terminal,12.94776,77.70951,2025-10-07,Midday (10-16),Weekday,Clear,0.98,8.25,9.32,0.632,0.618,26.6,9.9,3.42,5.32,7.61,0.857,1,35-44,Male,Lower-Middle,Medical,7.17,Auto-Rickshaw,0
TRIP_009272,Gurugram,NODE_0048,Railway Station,28.41208,77.13107,2025-02-02,Midday (10-16),Weekday,Light Rain,3.41,9.93,8.57,0.584,0.598,61.2,33.9,7.8,3.34,5.93,0.515,0,18-24,Male,Middle,Work Commute,8.43,Private Vehicle (Own),1
TRIP_009273,Bengaluru,NODE_0067,Metro Station,12.93553,77.51157,2025-02-28,Midday (10-16),Weekday,Clear,1.74,11.94,3.0,0.44,0.625,31.2,17.3,5.56,5.71,7.21,0.731,0,18-24,Male,Upper-Middle,Shopping/Errand,6.64,Auto-Rickshaw,0
TRIP_009274,Pune,NODE_0003,Metro Station,18.43979,73.73513,2025-11-06,Midday (10-16),Weekday,Clear,9.35,6.56,11.19,0.343,0.382,135.1,90.0,6.24,4.79,2.96,0.045,1,25-34,Female,Upper-Middle,Education,8.02,E-Rickshaw,0
TRIP_009275,Mumbai,NODE_0102,Bus Terminal,19.20766,72.76354,2025-12-25,Midday (10-16),Weekday,Clear,3.17,3.85,8.46,0.362,0.277,41.4,25.4,4.94,6.03,8.23,0.875,0,35-44,Female,Upper-Middle,Education,10.0,Feeder Bus,0
TRIP_009276,Pune,NODE_0014,Metro Station,18.44435,73.79433,2025-02-16,Late Night (23-5),Weekday,Clear,4.55,8.87,9.99,0.372,0.274,78.4,40.4,6.82,8.69,6.65,0.797,0,45-54,Female,Low,Leisure,5.71,Feeder Bus,0
TRIP_009277,Mumbai,NODE_0120,Metro Station,19.09988,72.84354,2025-11-27,Early Morning (5-7),Weekend,Clear,4.33,10.67,10.98,0.421,0.444,58.2,61.9,3.3,2.17,2.38,0.041,0,18-24,Female,Upper-Middle,Education,5.35,Feeder Bus,0
TRIP_009278,Gurugram,NODE_0033,Metro Station,28.31601,77.05648,2025-04-06,Evening Peak (17-20),Weekday,Fog,1.8,19.86,10.62,0.856,0.774,44.2,20.6,7.11,5.9,3.86,0.483,0,25-34,Female,Middle,Leisure,4.95,Private Vehicle (Own),1
TRIP_009279,Pune,NODE_0046,Metro Station,18.49488,73.96376,2025-12-24,Morning Peak (7-10),Weekday,Cloudy,2.44,8.71,10.77,0.664,0.545,52.5,33.2,3.54,2.0,4.91,0.444,1,45-54,Male,High,Education,6.19,Private Vehicle (Own),1
TRIP_009280,Mumbai,NODE_0020,Metro Station,19.09833,72.93891,2025-12-29,Midday (10-16),Weekday,Extreme Heat,2.22,17.58,3.0,0.575,0.713,35.3,21.6,8.1,3.33,6.33,0.585,1,35-44,Female,Middle,Shopping/Errand,5.4,Walk,0
TRIP_009281,Delhi,NODE_0099,BRT Stop,28.47535,77.28522,2025-08-21,Evening Peak (17-20),Weekday,Clear,0.74,13.89,10.04,0.652,0.477,30.9,8.9,6.91,6.81,5.99,0.57,0,35-44,Male,Middle,Work Commute,6.99,Feeder Bus,0
TRIP_009282,Bengaluru,NODE_0088,Bus Terminal,12.97982,77.62346,2025-03-11,Evening Peak (17-20),Weekend,Extreme Heat,4.37,22.37,5.14,0.335,0.312,70.6,50.1,8.37,7.4,6.16,0.803,1,18-24,Female,Middle,Shopping/Errand,6.69,Auto-Rickshaw,0
TRIP_009283,Bengaluru,NODE_0010,Bus Terminal,12.94776,77.70951,2025-10-15,Late Night (23-5),Weekday,Light Rain,1.8,9.1,5.88,0.656,0.661,39.7,19.0,5.69,4.47,7.44,0.857,0,25-34,Male,Low,Leisure,5.13,Walk,0
TRIP_009284,Mumbai,NODE_0013,Bus Terminal,19.05617,72.82926,2025-02-06,Midday (10-16),Weekday,Light Rain,1.47,13.74,15.18,0.475,0.549,28.9,17.7,3.89,6.2,8.42,0.723,1,55+,Female,Upper-Middle,Shopping/Errand,6.46,Auto-Rickshaw,0
TRIP_009285,Gurugram,NODE_0074,Railway Station,28.41025,77.13139,2025-05-02,Morning Peak (7-10),Weekday,Heavy Rain,0.95,19.02,8.49,0.81,0.785,35.9,11.0,4.81,5.02,4.18,0.525,0,35-44,Female,Upper-Middle,Leisure,,Private Vehicle (Own),1
TRIP_009286,Hyderabad,NODE_0104,BRT Stop,17.4081,78.4204,2025-08-22,Evening Peak (17-20),Weekday,Cloudy,6.48,17.5,4.73,0.841,0.559,95.2,79.3,5.77,,6.23,0.663,0,45-54,Female,Lower-Middle,Other,6.39,App-based Cab/Bike,0
TRIP_009287,Pune,NODE_0014,Metro Station,18.44435,73.79433,2025-01-25,Morning Peak (7-10),Weekday,Cloudy,2.19,11.59,9.87,0.565,0.401,50.4,21.6,7.03,4.29,8.16,0.797,0,25-34,Male,Lower-Middle,Work Commute,7.12,Feeder Bus,0
TRIP_009288,Bengaluru,NODE_0027,Metro Station,12.90542,77.65533,2025-05-24,Midday (10-16),Weekday,Extreme Heat,2.92,16.51,15.46,0.466,0.524,51.9,31.2,8.95,7.44,8.31,0.736,0,25-34,Female,Middle,Shopping/Errand,4.11,App-based Cab/Bike,0
TRIP_009289,Bengaluru,NODE_0066,Bus Terminal,12.95884,77.68044,2025-10-18,Night (20-23),Weekday,Clear,1.85,1.0,10.04,0.265,0.119,32.4,24.0,6.62,2.0,3.89,0.327,0,25-34,Male,Lower-Middle,Leisure,5.23,Walk,0
TRIP_009290,Pune,NODE_0014,Metro Station,18.44435,73.79433,2025-02-03,Midday (10-16),Weekday,Clear,2.21,7.06,4.36,0.412,0.435,37.7,23.5,6.55,6.66,8.69,0.797,0,45-54,Male,Middle,Work Commute,6.87,Auto-Rickshaw,0
TRIP_009291,Delhi,NODE_0037,Metro Station,28.5454,77.29762,2025-05-14,Evening Peak (17-20),Weekend,Fog,1.14,11.84,9.81,0.542,0.481,32.5,11.9,4.83,2.0,6.03,0.726,0,25-34,Male,Middle,Work Commute,5.09,Walk,0
TRIP_009292,Bengaluru,NODE_0002,Bus Terminal,13.05905,77.47592,2025-01-02,Morning Peak (7-10),Weekday,Extreme Heat,1.21,15.5,17.96,0.294,0.294,35.3,12.9,2.24,7.41,4.01,0.336,1,25-34,Male,Upper-Middle,Work Commute,5.92,Private Vehicle (Own),1
TRIP_009293,Delhi,NODE_0060,Bus Terminal,28.64274,77.32319,2025-08-29,Early Morning (5-7),Weekday,Cloudy,1.38,4.12,9.98,0.308,0.135,32.2,17.1,1.93,6.63,6.65,0.676,0,35-44,Female,Middle,Leisure,6.91,Walk,0
TRIP_009294,Delhi,NODE_0086,Metro Station,28.64578,77.26297,2025-01-29,Late Night (23-5),Weekday,Heavy Rain,5.56,11.31,15.25,0.474,0.238,61.1,63.3,7.26,5.08,6.03,0.759,0,55+,Male,Middle,Other,6.4,Auto-Rickshaw,0
TRIP_009295,Delhi,NODE_0050,BRT Stop,28.4805,77.34973,2025-04-13,Morning Peak (7-10),Weekday,Extreme Heat,5.92,20.19,10.3,0.692,0.494,75.0,75.4,7.81,12.43,4.57,0.43,1,25-34,Female,Upper-Middle,Medical,5.79,E-Rickshaw,0
TRIP_009296,Mumbai,NODE_0031,Railway Station,18.93662,72.91112,2025-07-10,Morning Peak (7-10),Weekday,Cloudy,2.91,8.1,17.72,0.676,0.391,60.5,34.1,8.62,7.89,7.8,0.736,1,18-24,Female,Upper-Middle,Work Commute,5.66,Private Vehicle (Own),1
TRIP_009297,Delhi,NODE_0051,Metro Station,28.70004,77.24971,2025-03-20,Midday (10-16),Weekday,Clear,2.84,10.98,8.35,0.613,0.617,49.7,23.7,4.38,10.9,5.71,0.764,0,35-44,Female,Upper-Middle,Shopping/Errand,4.97,App-based Cab/Bike,0
TRIP_009298,Bengaluru,NODE_0062,Railway Station,12.86037,77.45085,2025-03-26,Midday (10-16),Weekday,Cloudy,1.38,7.23,10.13,0.362,0.219,32.7,18.3,3.86,4.94,5.91,0.455,0,25-34,Female,Middle,Work Commute,5.86,Auto-Rickshaw,0
TRIP_009299,Mumbai,NODE_0020,Metro Station,19.09833,72.93891,2025-11-01,Morning Peak (7-10),Weekday,Clear,3.44,17.48,10.37,0.864,0.813,60.2,32.5,8.11,2.0,6.16,0.585,1,35-44,Male,Lower-Middle,Other,4.91,Private Vehicle (Own),1
TRIP_009300,Pune,NODE_0014,Metro Station,18.44435,73.79433,2025-10-11,Morning Peak (7-10),Weekday,Clear,2.93,9.36,8.49,0.603,0.432,52.7,25.9,6.32,4.32,7.31,0.797,0,55+,Male,Low,Medical,6.19,App-based Cab/Bike,0
TRIP_009301,Gurugram,NODE_0022,Bus Terminal,28.5474,77.16084,2025-01-30,Midday (10-16),Weekday,Fog,3.0,13.9,8.21,0.481,0.537,52.7,32.2,4.37,6.59,4.07,0.431,0,25-34,Male,Lower-Middle,Education,6.87,Auto-Rickshaw,0
TRIP_009302,Bengaluru,NODE_0119,Metro Station,12.96765,77.63039,2025-11-09,Midday (10-16),Weekend,Light Rain,0.67,7.48,9.03,0.555,0.562,20.8,7.1,1.99,5.51,5.97,0.588,0,25-34,Male,Lower-Middle,Work Commute,5.21,Feeder Bus,0
TRIP_009303,Mumbai,NODE_0087,Metro Station,19.16132,73.01406,2025-06-20,Evening Peak (17-20),Weekday,Heavy Rain,6.82,16.78,15.1,0.674,0.493,119.1,88.8,1.71,9.69,4.31,0.41,1,55+,Male,Middle,Medical,5.8,Private Vehicle (Own),1
TRIP_009304,Gurugram,NODE_0016,Metro Station,28.5238,76.92434,2025-02-22,Morning Peak (7-10),Weekend,Cloudy,1.95,12.22,5.17,0.565,0.282,41.8,20.2,5.14,7.45,7.85,0.807,0,35-44,Female,High,Leisure,5.49,Auto-Rickshaw,0
TRIP_009305,Delhi,NODE_0037,Metro Station,28.5454,77.29762,2025-11-27,Late Night (23-5),Weekday,Clear,1.47,6.61,6.5,0.434,0.356,34.2,16.9,6.99,6.4,7.82,0.726,0,25-34,Male,Lower-Middle,Other,7.32,Private Vehicle (Own),1
TRIP_009306,Delhi,NODE_0050,BRT Stop,28.4805,77.34973,2025-05-04,Morning Peak (7-10),Weekday,Cloudy,2.06,12.72,15.17,0.439,0.437,50.4,20.6,6.53,6.24,5.97,0.43,0,25-34,Female,Lower-Middle,Education,,App-based Cab/Bike,0
TRIP_009307,Gurugram,NODE_0022,Bus Terminal,28.5474,77.16084,2025-04-29,Morning Peak (7-10),Weekday,Light Rain,1.33,12.01,9.61,0.75,0.591,35.8,14.8,6.51,4.76,5.57,0.431,1,35-44,Female,High,Work Commute,7.38,Walk,0
TRIP_009308,Gurugram,NODE_0103,Bus Terminal,28.54027,77.16381,2025-02-23,Late Night (23-5),Weekday,Cloudy,2.23,13.69,4.67,0.58,0.785,43.1,30.6,3.86,4.37,5.86,0.47,1,25-34,Female,Low,Work Commute,4.87,Private Vehicle (Own),1
TRIP_009309,Gurugram,NODE_0113,BRT Stop,28.46949,76.91577,2025-11-20,Night (20-23),Weekend,Clear,2.51,10.53,11.76,0.433,0.368,43.0,22.5,7.91,2.0,6.35,0.617,0,35-44,Female,Upper-Middle,Education,7.7,E-Rickshaw,0
